S. No,Filing Number,Date of Listing,Date of Upload,Order/Judgement
1272,2401105004902022,09-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16681623561155788632636e23342a819.pdf
1273,2401105004902022,27-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16647771531973310536633a7bc168e54.pdf
1274,2401105004902022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16611671917621005116303665756261.pdf
1275,2401105004902022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_165892171580637839062e122f34242b.pdf
1276,2401105004902022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1656330665158165438962b999a9b60d4.pdf
1277,2401105004902022,11-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16523474632042280804627cd247062c6.pdf
1278,2401105004902022,26-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1690537311115062594664c38d5f4c1bc.pdf
1279,2401105004902022,28-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1688192076457664243649fc44c8c8da.pdf
1280,2401105004902022,07-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1686644090898990246488257a2a27e.pdf
1281,2401105004902022,16-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_168440532520322353396465fc4dc1ded.pdf
1282,2401105004902022,10-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16838837451372958236645e06e154abd.pdf
1283,2401105004902022,19-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1682058458121487978564422cda595c8.pdf
1284,2401105004902022,18-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16820531091809983436644217f55cf46.pdf
1285,2401105004902022,29-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16806880991151692644642d43e3cbc20.pdf
1286,2401105004902022,06-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_167583415651275698163e3332c74cf5.pdf
1287,2401105004902022,13-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1671513365190938081463a14515339d3.pdf
1288,2401105004902022,21-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16691869051432949527637dc559bf476.pdf
1289,2401105004902022,09-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16681623561155788632636e23342a819.pdf
1290,2401105004902022,27-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16647771531973310536633a7bc168e54.pdf
1291,2401105004902022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16611671917621005116303665756261.pdf
1292,2401105004902022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_165892171580637839062e122f34242b.pdf
1293,2401105004902022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1656330665158165438962b999a9b60d4.pdf
1294,2401105004902022,11-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16523474632042280804627cd247062c6.pdf
1295,2401105004902022,26-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1690537311115062594664c38d5f4c1bc.pdf
1296,2401105004902022,28-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1688192076457664243649fc44c8c8da.pdf
1297,2401105004902022,07-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1686644090898990246488257a2a27e.pdf
1298,2401105004902022,16-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_168440532520322353396465fc4dc1ded.pdf
1299,2401105004902022,10-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16838837451372958236645e06e154abd.pdf
1300,2401105004902022,19-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1682058458121487978564422cda595c8.pdf
1301,2401105004902022,18-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16820531091809983436644217f55cf46.pdf
1302,2401105004902022,29-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16806880991151692644642d43e3cbc20.pdf
1303,2401105004902022,06-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_167583415651275698163e3332c74cf5.pdf
1304,2401105004902022,13-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1671513365190938081463a14515339d3.pdf
1305,2401105004902022,21-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16691869051432949527637dc559bf476.pdf
1306,2401105004902022,09-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16681623561155788632636e23342a819.pdf
1307,2401105004902022,27-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16647771531973310536633a7bc168e54.pdf
1308,2401105004902022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16611671917621005116303665756261.pdf
1309,2401105004902022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_165892171580637839062e122f34242b.pdf
1310,2401105004902022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1656330665158165438962b999a9b60d4.pdf
1311,2401105004902022,11-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16523474632042280804627cd247062c6.pdf
1312,2401105004902022,26-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1690537311115062594664c38d5f4c1bc.pdf
1313,2401105004902022,28-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1688192076457664243649fc44c8c8da.pdf
1314,2401105004902022,07-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1686644090898990246488257a2a27e.pdf
1315,2401105004902022,16-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_168440532520322353396465fc4dc1ded.pdf
1316,2401105004902022,10-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16838837451372958236645e06e154abd.pdf
1317,2401105004902022,19-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1682058458121487978564422cda595c8.pdf
1318,2401105004902022,18-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16820531091809983436644217f55cf46.pdf
1319,2401105004902022,29-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16806880991151692644642d43e3cbc20.pdf
1320,2401105004902022,06-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_167583415651275698163e3332c74cf5.pdf
1321,2401105004902022,13-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1671513365190938081463a14515339d3.pdf
1322,2401105004902022,21-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16691869051432949527637dc559bf476.pdf
1323,2401105004902022,09-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16681623561155788632636e23342a819.pdf
1324,2401105004902022,27-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16647771531973310536633a7bc168e54.pdf
1325,2401105004902022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16611671917621005116303665756261.pdf
1326,2401105004902022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_165892171580637839062e122f34242b.pdf
1327,2401105004902022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_1656330665158165438962b999a9b60d4.pdf
1328,2401105004902022,11-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007802022/04/Order-Challenge/04_order-Challange_004_16523474632042280804627cd247062c6.pdf
1329,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1330,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1331,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1332,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1333,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1334,2401105005222022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105007012022/04/Order-Challenge/04_order-Challange_004_16491557821988076073624c1ec618900.pdf
1335,2401105005402022,13-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_168974467893548264464b7752645d5d.pdf
1336,2401105005402022,24-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_16825036729621052896448f7f85c582.pdf
1337,2401105005402022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1675407513205308360563dcb099db234.pdf
1338,2401105005402022,06-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1670481517303580016391866de888c.pdf
1339,2401105005402022,11-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1665663161956942042634800b9ccafe.pdf
1340,2401105005402022,29-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_16619399331935125969630f30dde0bbd.pdf
1341,2401105005402022,13-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_168974467893548264464b7752645d5d.pdf
1342,2401105005402022,24-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_16825036729621052896448f7f85c582.pdf
1343,2401105005402022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1675407513205308360563dcb099db234.pdf
1344,2401105005402022,06-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1670481517303580016391866de888c.pdf
1345,2401105005402022,11-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_1665663161956942042634800b9ccafe.pdf
1346,2401105005402022,29-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105008542022/04/Order-Challenge/04_order-Challange_004_16619399331935125969630f30dde0bbd.pdf
1347,2401105005622022,26-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1690783670180365673264c74fb6bb6f1.pdf
1348,2401105005622022,26-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1688363228129842327864a260dcf34a0.pdf
1349,2401105005622022,17-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_16844769498340927106467141531052.pdf
1350,2401105005622022,17-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1681797459995843347643e315324e95.pdf
1351,2401105005622022,20-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1676974993140023174663f49b91351ba.pdf
1352,2401105005622022,13-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_167410647188372214163c8d667f0d94.pdf
1353,2401105005622022,07-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1670487871117298296563919f3f5a868.pdf
1354,2401105005622022,02-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1667632373159566103363660cf5d478c.pdf
1355,2401105005622022,16-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_16635679785931179146328086aacc79.pdf
1356,2401105005622022,11-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_166064933986897576562fb7f7b391ad.pdf
1357,2401105005622022,28-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_165665805077190336862be988263458.pdf
1358,2401105005622022,30-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1654079561816848213629740496ab1f.pdf
1359,2401105005622022,18-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009012022/04/Order-Challenge/04_order-Challange_004_1650366628938208516625e98a4b2482.pdf
1360,2401105005782022,02-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1691226212186083577964ce10642367a.pdf
1361,2401105005782022,14-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_168741740415554013116493f23ccc67e.pdf
1362,2401105005782022,28-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1680514113438933689642a9c41c9e16.pdf
1363,2401105005782022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1675419210172211651163dcde4af141d.pdf
1364,2401105005782022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_167343137790203655763be8951612ae.pdf
1365,2401105005782022,15-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_16686868221971866194637623e632681.pdf
1366,2401105005782022,06-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_166263710213800698116319d42e64478.pdf
1367,2401105005782022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165710858393265876862c57867dd615.pdf
1368,2401105005782022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165053836511068847986261377d890cd.pdf
1369,2401105005782022,02-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1691226212186083577964ce10642367a.pdf
1370,2401105005782022,14-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_168741740415554013116493f23ccc67e.pdf
1371,2401105005782022,28-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1680514113438933689642a9c41c9e16.pdf
1372,2401105005782022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1675419210172211651163dcde4af141d.pdf
1373,2401105005782022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_167343137790203655763be8951612ae.pdf
1374,2401105005782022,15-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_16686868221971866194637623e632681.pdf
1375,2401105005782022,06-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_166263710213800698116319d42e64478.pdf
1376,2401105005782022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165710858393265876862c57867dd615.pdf
1377,2401105005782022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165053836511068847986261377d890cd.pdf
1378,2401105005782022,02-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1691226212186083577964ce10642367a.pdf
1379,2401105005782022,14-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_168741740415554013116493f23ccc67e.pdf
1380,2401105005782022,28-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1680514113438933689642a9c41c9e16.pdf
1381,2401105005782022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1675419210172211651163dcde4af141d.pdf
1382,2401105005782022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_167343137790203655763be8951612ae.pdf
1383,2401105005782022,15-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_16686868221971866194637623e632681.pdf
1384,2401105005782022,06-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_166263710213800698116319d42e64478.pdf
1385,2401105005782022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165710858393265876862c57867dd615.pdf
1386,2401105005782022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165053836511068847986261377d890cd.pdf
1387,2401105005782022,02-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1691226212186083577964ce10642367a.pdf
1388,2401105005782022,14-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_168741740415554013116493f23ccc67e.pdf
1389,2401105005782022,28-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1680514113438933689642a9c41c9e16.pdf
1390,2401105005782022,01-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_1675419210172211651163dcde4af141d.pdf
1391,2401105005782022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_167343137790203655763be8951612ae.pdf
1392,2401105005782022,15-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_16686868221971866194637623e632681.pdf
1393,2401105005782022,06-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_166263710213800698116319d42e64478.pdf
1394,2401105005782022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165710858393265876862c57867dd615.pdf
1395,2401105005782022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009242022/04/Order-Challenge/04_order-Challange_004_165053836511068847986261377d890cd.pdf
1396,2401105005872022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009422022/04/Order-Challenge/04_order-Challange_004_165105283414988225162691122a14bf.pdf
1397,2401105005872022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009422022/04/Order-Challenge/04_order-Challange_004_165105283414988225162691122a14bf.pdf
1398,2401105005872022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009422022/04/Order-Challenge/04_order-Challange_004_165105283414988225162691122a14bf.pdf
1399,2401105005872022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009422022/04/Order-Challenge/04_order-Challange_004_165105283414988225162691122a14bf.pdf
1400,2401105005872022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105009422022/04/Order-Challenge/04_order-Challange_004_165105283414988225162691122a14bf.pdf
