S. No,Filing Number,Date of Listing,Date of Upload,Order/Judgement
275,2401105001002022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001422022/04/Order-Challenge/04_order-Challange_004_1645612994162497185162160fc21e079.pdf
276,2401105001002022,16-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001422022/04/Order-Challenge/04_order-Challange_004_16450876701031712221620e0bb6d9e52.pdf
277,2401105001002022,09-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001422022/04/Order-Challenge/04_order-Challange_004_16444881358553654256204e5c7bb01e.pdf
278,2401105001002022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001422022/04/Order-Challenge/04_order-Challange_004_16437058224937783661f8f5de97a4b.pdf
279,2401105001012022,07-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_169198788047920442264d9afa871f2c.pdf
280,2401105001012022,11-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_16893290664795196164b11daa6983b.pdf
281,2401105001012022,19-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_168741136511237281396493daa504314.pdf
282,2401105001012022,17-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1684740112525588825646b18104a552.pdf
283,2401105001012022,24-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_168360746316818122916459cfa70f5ce.pdf
284,2401105001012022,07-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1678682908291753121640eab1c7fa2b.pdf
285,2401105001012022,23-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1675071035125281956163d78e3bd5f5a.pdf
286,2401105001012022,07-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1671012824817129316399a1d87c761.pdf
287,2401105001012022,14-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_16687683061762785099637762328c839.pdf
288,2401105001012022,14-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_16632394353813490096323050b53c23.pdf
289,2401105001012022,29-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_16619460201015958173630f48a40017d.pdf
290,2401105001012022,18-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1658213122129169220262d653025b716.pdf
291,2401105001012022,15-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_1655810470192225197762b1a9a677c1a.pdf
292,2401105001012022,30-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_164872687814380759046245935e8474d.pdf
293,2401105001012022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001432022/04/Order-Challenge/04_order-Challange_004_16444082084913231236203ad902d9cd.pdf
294,2401105001042022,01-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001482022/04/Order-Challenge/04_order-Challange_004_1643796305211283677061fa5751203b3.pdf
295,2401105001052022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001492022/04/Order-Challenge/04_order-Challange_004_164370980110145657961f90569aa85b.pdf
296,2401105001062022,02-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001512022/04/Order-Challenge/04_order-Challange_004_1643878280136675774261fb978832632.pdf
297,2401105001072022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001522022/04/Order-Challenge/04_order-Challange_004_1643709958123935291661f9060681eaa.pdf
298,2401105001082022,02-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001532022/04/Order-Challenge/04_order-Challange_004_164629888713504299776220870747cad.pdf
299,2401105001082022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001532022/04/Order-Challenge/04_order-Challange_004_164585453512115999446219bf47cef26.pdf
300,2401105001082022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001532022/04/Order-Challenge/04_order-Challange_004_164440898611025883096203b09a2a3ad.pdf
301,2401105001092022,19-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_1690367620168987364364c0f684e50a8.pdf
302,2401105001092022,07-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_168664375618668663746488242cddec8.pdf
303,2401105001092022,15-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_16843890202409244296465bc9c3ea29.pdf
304,2401105001092022,09-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_16837965671533455760645cb257189d7.pdf
305,2401105001092022,11-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_168137817121155987836437cb7b8d8bc.pdf
306,2401105001092022,13-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_1676546833212347157463ee1311f091f.pdf
307,2401105001092022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_167343146164152527063be89a55fe58.pdf
308,2401105001092022,21-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_16691864581139314319637dc39a13077.pdf
309,2401105001092022,12-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_1665749446365828808634951c60a808.pdf
310,2401105001092022,29-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_16619456131881341364630f470d4529c.pdf
311,2401105001092022,06-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_165753550131243997562cbfc0d1d74d.pdf
312,2401105001092022,30-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_165399972014155795136296086874297.pdf
313,2401105001092022,30-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_164872655513365972176245921b70bad.pdf
314,2401105001092022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001552022/04/Order-Challenge/04_order-Challange_004_16444084255866669676203ae6978dcd.pdf
315,2401105001102022,08-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_169164518737313071864d47503014df.pdf
316,2401105001102022,17-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_168984712214213101664b90552d1e52.pdf
317,2401105001102022,05-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_168613770063669241864806b64ca229.pdf
318,2401105001102022,04-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_168361695018440004976459f4b608669.pdf
319,2401105001102022,23-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_16798967731858103918642130c5e3322.pdf
320,2401105001102022,10-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_16763538462986540763eb2136840e2.pdf
321,2401105001102022,03-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_1672911746143923171963b69b82aedc1.pdf
322,2401105001102022,10-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_1652354288834674291627cecf097c43.pdf
323,2401105001102022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_1651053112135117645162691238b8d67.pdf
324,2401105001102022,08-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_16496726701999177617625401de17e54.pdf
325,2401105001102022,18-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_16452547134488131226210983962f8f.pdf
326,2401105001102022,03-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001582022/04/Order-Challenge/04_order-Challange_004_1643972394191628066461fd072a16bb7.pdf
327,2401105001122022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001572022/04/Order-Challenge/04_order-Challange_004_164370983155866966361f9058746f55.pdf
328,2401105001132022,28-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_168819235514368058649fc563573c6.pdf
329,2401105001132022,24-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_168360720021443264726459cea0669c6.pdf
330,2401105001132022,06-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_167835706720300017246409b24b0aa81.pdf
331,2401105001132022,18-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_167421003830424733763ca6af65e583.pdf
332,2401105001132022,22-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_16693547311944644265638054eb2712f.pdf
333,2401105001132022,28-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_1664779410950223341633a849260611.pdf
334,2401105001132022,02-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_1659609915114641578562eba33ba94f3.pdf
335,2401105001132022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_1654255134566076256299ee1e67f14.pdf
336,2401105001132022,30-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_16487266219016600336245925d8d3db.pdf
337,2401105001132022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_164578646217783253676218b55e61cfc.pdf
338,2401105001132022,01-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001602022/04/Order-Challenge/04_order-Challange_004_1643796728174648932061fa58f89e981.pdf
339,2401105001152022,01-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_16596083658237494462eb9d2def494.pdf
340,2401105001152022,13-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_165779313357699989262cfea6d9b50c.pdf
341,2401105001152022,11-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_165770795170111558762ce9dafa6135.pdf
342,2401105001152022,06-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_165753744635749024662cc03a683473.pdf
343,2401105001152022,27-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_165650205745999104962bc3729a04ab.pdf
344,2401105001152022,20-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_1655812246162202055762b1b096dd7ed.pdf
345,2401105001152022,26-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_165106169416156688626933beacacc.pdf
346,2401105001152022,30-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_164872683912032351226245933719516.pdf
347,2401105001152022,25-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001632022/04/Order-Challenge/04_order-Challange_004_1643804191195842431461fa761f14e11.pdf
348,2401105001162022,28-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_1688192372298422655649fc57448d2d.pdf
349,2401105001162022,24-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_168360723221150749526459cec038698.pdf
350,2401105001162022,06-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_167835709311902379116409b26565b67.pdf
351,2401105001162022,18-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_167421005675111546763ca6b089f9c9.pdf
352,2401105001162022,22-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_166935476021050978676380550897b8d.pdf
353,2401105001162022,10-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_166557572811034990396346ab30ad534.pdf
354,2401105001162022,30-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_16619481491529068616630f50f592e61.pdf
355,2401105001162022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_165892145364143312762e121edcb04e.pdf
356,2401105001162022,27-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_165650376144419850162bc3dd1af71f.pdf
357,2401105001162022,04-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_1651734723868387788627378c326a0f.pdf
358,2401105001162022,22-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_1648116270511938854623c422e6d0d8.pdf
359,2401105001162022,07-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001612022/04/Order-Challenge/04_order-Challange_004_16443160641226179869620245a02a5ec.pdf
360,2401105001232022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001722022/04/Order-Challenge/04_order-Challange_004_164370864271820836261f900e2528b3.pdf
361,2401105001242022,28-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001732022/04/Order-Challenge/04_order-Challange_004_1643698039140481115761f8d777a1106.pdf
362,2401105001252022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001742022/04/Order-Challenge/04_order-Challange_004_16437100534948437661f9066574f3f.pdf
363,2401105001262022,02-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001702022/04/Order-Challenge/04_order-Challange_004_1643958413205421864461fcd08d985cf.pdf
364,2401105001282022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001792022/04/Order-Challenge/04_order-Challange_004_165408345317984210062974f7d998b3.pdf
365,2401105001282022,19-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001792022/04/Order-Challenge/04_order-Challange_004_1650451082676292068625fe28ab6b85.pdf
366,2401105001282022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001792022/04/Order-Challenge/04_order-Challange_004_16457808968999519962189fa00da3c.pdf
367,2401105001282022,03-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001792022/04/Order-Challenge/04_order-Challange_004_1643972505160736444761fd0799abe70.pdf
368,2401105001292022,02-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_1691225895212692981764ce0f27ba832.pdf
369,2401105001292022,27-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_16881024781978526215649e664e71170.pdf
370,2401105001292022,15-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_168438912315686326206465bd03c64c0.pdf
371,2401105001292022,09-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_168379659344037601645cb27117f51.pdf
372,2401105001292022,29-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_16806879901504251437642d43760a1a7.pdf
373,2401105001292022,11-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_167351635626861223963bfd5447b55f.pdf
374,2401105001292022,22-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_1669354178270580375638052c2cf5e7.pdf
375,2401105001292022,19-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_1664189295855462446331836fd1bf0.pdf
376,2401105001292022,26-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_165892186341531842362e12387590ae.pdf
377,2401105001292022,20-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_1655895162188810696862b2f47a8e025.pdf
378,2401105001292022,25-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_16510622381737024536626935de3c6ac.pdf
379,2401105001292022,23-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_16481246001773469506623c62b835afe.pdf
380,2401105001292022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001682022/04/Order-Challenge/04_order-Challange_004_16444083807638635726203ae3c965db.pdf
381,2401105001302022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_165718420364761778862c69fcb12494.pdf
382,2401105001302022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_165537474833303686662ab039c62179.pdf
383,2401105001302022,22-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_1650887437123988718862668b0dcf02f.pdf
384,2401105001302022,09-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_164690572916396929996229c9816f76c.pdf
385,2401105001302022,16-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_1645098481243116001620e35f18a90d.pdf
386,2401105001302022,05-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_165718420364761778862c69fcb12494.pdf
387,2401105001302022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_165537474833303686662ab039c62179.pdf
388,2401105001302022,22-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_1650887437123988718862668b0dcf02f.pdf
389,2401105001302022,09-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_164690572916396929996229c9816f76c.pdf
390,2401105001302022,16-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001812022/04/Order-Challenge/04_order-Challange_004_1645098481243116001620e35f18a90d.pdf
391,2401105001312022,13-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_1674105398203595159063c8d23630f58.pdf
392,2401105001312022,11-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_16684977491237951115637341552aaf4.pdf
393,2401105001312022,07-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_1662724252921419241631b289c577e7.pdf
394,2401105001312022,13-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_1657883468120620951662d14b4c8f608.pdf
395,2401105001312022,23-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_1656053256170550202562b55e08a9f1e.pdf
396,2401105001312022,03-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_16545117541030713478629dd88ad320d.pdf
397,2401105001312022,18-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_16503668831926735723625e99a39b209.pdf
398,2401105001312022,14-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_1647339224150101517623066d84776e.pdf
399,2401105001312022,03-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001822022/04/Order-Challenge/04_order-Challange_004_164638953314725177246221e91d62d4b.pdf
400,2401105001332022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001802022/04/Order-Challenge/04_order-Challange_004_1655287490152757359662a9aec20715d.pdf
401,2401105001332022,26-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001802022/04/Order-Challenge/04_order-Challange_004_1651142717982695629626a703ddf428.pdf
402,2401105001332022,04-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001802022/04/Order-Challenge/04_order-Challange_004_16492441532050553059624d77f96ba1d.pdf
403,2401105001332022,15-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001802022/04/Order-Challenge/04_order-Challange_004_16475139891501766845623311854121d.pdf
404,2401105001332022,07-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001802022/04/Order-Challenge/04_order-Challange_004_16443159431570305509620245274f509.pdf
